BdiBd21-3.1G0000200.1	Bradi1g00200
BdiBd21-3.1G0047100.1	Bradi1g03610
BdiBd21-3.1G0047200.1	Bradi1g03620
BdiBd21-3.1G0047300.1	Bradi1g03627
BdiBd21-3.1G0047500.1	Bradi5g21715
BdiBd21-3.1G0047700.1	Bradi1g03633
BdiBd21-3.1G0047800.1	Bradi1g03640
BdiBd21-3.1G0047900.1	Bradi1g03650
BdiBd21-3.1G0048000.1	Bradi1g03660
BdiBd21-3.1G0048100.1	Bradi1g03670
BdiBd21-3.1G0048200.1	Bradi1g03672
BdiBd21-3.1G0048300.1	Bradi1g03675
BdiBd21-3.1G0048400.1	Bradi1g03681
BdiBd21-3.1G0048500.1	Bradi1g03686
BdiBd21-3.1G0048600.1	Bradi1g03690
BdiBd21-3.1G0048700.1	Bradi1g03700
BdiBd21-3.1G0048700.2	Bradi1g03700
BdiBd21-3.1G0048800.1	Bradi1g03710
BdiBd21-3.1G0048800.2	Bradi1g03710
BdiBd21-3.1G0048900.1	Bradi1g03720
BdiBd21-3.1G0049000.1	Bradi1g03730
BdiBd21-3.1G0049100.1	Bradi1g03737
BdiBd21-3.1G0049200.1	Bradi1g03750
BdiBd21-3.1G0049300.1	Bradi1g03760
BdiBd21-3.1G0049400.1	Bradi1g03770
BdiBd21-3.1G0049500.1	Bradi1g03780
BdiBd21-3.1G0049600.1	Bradi1g03790
BdiBd21-3.1G0049700.1	Bradi1g03800
BdiBd21-3.1G0049700.2	Bradi1g03800
BdiBd21-3.1G0049800.1	Bradi1g03810
BdiBd21-3.1G0049900.1	Bradi1g03820
BdiBd21-3.1G0050000.1	Bradi1g03827
BdiBd21-3.1G0050100.1	Bradi1g03840
BdiBd21-3.1G0050200.1	Bradi1g03850
BdiBd21-3.1G0050200.2	Bradi1g03850
BdiBd21-3.1G0050300.1	Bradi1g03853
BdiBd21-3.1G0050400.1	Bradi1g03856
BdiBd21-3.1G0050500.1	Bradi1g03860
BdiBd21-3.1G0050600.1	Bradi1g03867
BdiBd21-3.1G0050700.1	Bradi1g03880
BdiBd21-3.1G0050800.1	Bradi1g03890
BdiBd21-3.1G0050800.2	Bradi1g03890
BdiBd21-3.1G0050800.3	Bradi1g03890
BdiBd21-3.1G0050900.1	Bradi1g03900
BdiBd21-3.1G0051000.1	Bradi1g03910
BdiBd21-3.1G0051100.1	Bradi1g03920
BdiBd21-3.1G0051200.1	Bradi1g03925
BdiBd21-3.1G0051300.1	Bradi1g03930
BdiBd21-3.1G0051400.1	Bradi1g03940
BdiBd21-3.1G0051500.1	Bradi1g03947
BdiBd21-3.1G0051500.2	Bradi1g03947
BdiBd21-3.1G0051600.1	Bradi1g03950
BdiBd21-3.1G0051600.2	Bradi1g03950
BdiBd21-3.1G0051700.1	Bradi1g03951
BdiBd21-3.1G0051800.1	Bradi1g03953
BdiBd21-3.1G0052000.1	Bradi1g03954
BdiBd21-3.1G0052000.2	Bradi1g03954
BdiBd21-3.1G0052000.3	Bradi1g03954
BdiBd21-3.1G0052100.1	Bradi1g03956
BdiBd21-3.1G0052300.1	Bradi1g03962
BdiBd21-3.1G0052400.1	Bradi1g03965
BdiBd21-3.1G0052500.1	Bradi1g03972
BdiBd21-3.1G0052600.1	Bradi1g03977
BdiBd21-3.1G0052700.1	Bradi1g03980
BdiBd21-3.1G0052800.1	Bradi1g03990
BdiBd21-3.1G0052800.2	Bradi1g03990
BdiBd21-3.1G0052800.3	Bradi1g03990
BdiBd21-3.1G0052900.1	Bradi1g04000
BdiBd21-3.1G0052900.2	Bradi1g04000
BdiBd21-3.1G0053000.1	Bradi1g04010
BdiBd21-3.1G0053100.1	Bradi1g04020
BdiBd21-3.1G0053200.1	Bradi1g04030
BdiBd21-3.1G0053300.1	Bradi1g04040
BdiBd21-3.1G0053500.1	Bradi1g04060
BdiBd21-3.1G0053500.2	Bradi1g04060
BdiBd21-3.1G0053600.1	Bradi1g04070
BdiBd21-3.1G0053700.1	Bradi1g04080
BdiBd21-3.1G0053700.2	Bradi1g04080
BdiBd21-3.1G0053800.1	Bradi1g04090
BdiBd21-3.1G0053800.2	Bradi1g04090
BdiBd21-3.1G0053800.3	Bradi1g04090
BdiBd21-3.1G0053800.4	Bradi1g04090
BdiBd21-3.1G0053800.5	Bradi1g04090
BdiBd21-3.1G0053800.6	Bradi1g04090
BdiBd21-3.1G0053900.1	Bradi1g04097
BdiBd21-3.1G0054000.1	Bradi1g04110
BdiBd21-3.1G0054100.1	Bradi1g04120
BdiBd21-3.1G0054100.2	Bradi1g04120
BdiBd21-3.1G0054200.1	Bradi1g04125
BdiBd21-3.1G0054300.1	Bradi1g04130
BdiBd21-3.1G0054400.1	Bradi1g04135
BdiBd21-3.1G0054500.1	Bradi1g04140
BdiBd21-3.1G0054600.1	Bradi1g04145
BdiBd21-3.1G0054700.1	Bradi1g04150
BdiBd21-3.1G0054800.1	Bradi1g04160
BdiBd21-3.1G0054900.1	Bradi1g04170
BdiBd21-3.1G0055000.1	Bradi1g04180
BdiBd21-3.1G0055000.2	Bradi1g04180
BdiBd21-3.1G0055100.1	Bradi1g04191
BdiBd21-3.1G0055200.1	Bradi1g04200
BdiBd21-3.1G0055300.1	Bradi1g04210
BdiBd21-3.1G0055300.2	Bradi1g04210
BdiBd21-3.1G0055400.1	Bradi1g04215
BdiBd21-3.1G0055500.1	Bradi1g04220
BdiBd21-3.1G0055600.1	Bradi1g04226
BdiBd21-3.1G0055800.1	Bradi1g04229
BdiBd21-3.1G0055900.1	Bradi1g04232
BdiBd21-3.1G0056000.1	Bradi1g04240
BdiBd21-3.1G0056100.1	Bradi1g04245
BdiBd21-3.1G0056200.1	Bradi1g04250
BdiBd21-3.1G0056300.1	Bradi1g04261
BdiBd21-3.1G0056400.1	Bradi1g04270
BdiBd21-3.1G0056500.1	Bradi1g04280
BdiBd21-3.1G0056600.1	Bradi1g04286
BdiBd21-3.1G0056700.1	Bradi1g04287
BdiBd21-3.1G0056800.1	Bradi1g04288
BdiBd21-3.1G0056900.1	Bradi1g04290
BdiBd21-3.1G0057000.1	Bradi1g04292
BdiBd21-3.1G0057100.1	Bradi1g04300
BdiBd21-3.1G0057200.1	Bradi1g04305
BdiBd21-3.1G0057300.1	Bradi1g04310
BdiBd21-3.1G0057400.1	Bradi1g04320
BdiBd21-3.1G0057400.2	Bradi1g04320
BdiBd21-3.1G0057500.1	Bradi1g04330
BdiBd21-3.1G0057600.1	Bradi1g04337
BdiBd21-3.1G0057700.1	Bradi1g04348
BdiBd21-3.1G0057800.1	Bradi1g04359
BdiBd21-3.1G0057900.1	Bradi1g04370
BdiBd21-3.1G0058000.1	Bradi1g04390
BdiBd21-3.1G0058100.1	Bradi1g04397
BdiBd21-3.1G0058100.2	Bradi1g04397
BdiBd21-3.1G0058200.1	Bradi1g04403
BdiBd21-3.1G0058300.1	Bradi1g04410
BdiBd21-3.1G0058400.1	Bradi1g04420
BdiBd21-3.1G0058500.1	Bradi1g04430
BdiBd21-3.1G0058600.1	Bradi1g04440
BdiBd21-3.1G0058700.1	Bradi1g04450
BdiBd21-3.1G0058700.2	Bradi1g04450
BdiBd21-3.1G0058800.1	Bradi1g04460
BdiBd21-3.1G0058900.1	Bradi1g04470
BdiBd21-3.1G0059000.1	Bradi1g04477
BdiBd21-3.1G0059000.2	Bradi1g04477
BdiBd21-3.1G0059100.1	Bradi1g04490
BdiBd21-3.1G0059200.1	Bradi1g04500
BdiBd21-3.1G0059300.1	Bradi1g04503
BdiBd21-3.1G0059400.1	Bradi1g04506
BdiBd21-3.1G0059500.1	Bradi1g04510
BdiBd21-3.1G0059600.1	Bradi1g04520
BdiBd21-3.1G0059700.1	Bradi1g04527
BdiBd21-3.1G0059800.1	Bradi1g04540
BdiBd21-3.1G0059800.2	Bradi1g04540
BdiBd21-3.1G0059900.1	Bradi1g04550
BdiBd21-3.1G0060000.1	Bradi1g04561
BdiBd21-3.1G0060100.1	Bradi1g04570
BdiBd21-3.1G0060200.1	Bradi1g04580
BdiBd21-3.1G0060300.1	Bradi1g04590
BdiBd21-3.1G0060300.2	Bradi1g04590
BdiBd21-3.1G0060500.1	Bradi1g04597
BdiBd21-3.1G0060600.1	Bradi1g04610
BdiBd21-3.1G0060700.1	Bradi1g04620
BdiBd21-3.1G0060800.1	Bradi1g04625
BdiBd21-3.1G0060900.1	Bradi1g04630
BdiBd21-3.1G0061000.1	Bradi1g04641
BdiBd21-3.1G0061100.1	Bradi1g04650
BdiBd21-3.1G0061200.1	Bradi1g04660
BdiBd21-3.1G0061300.1	Bradi1g04670
BdiBd21-3.1G0061400.1	Bradi1g04677
BdiBd21-3.1G0061500.1	Bradi1g04679
BdiBd21-3.1G0061600.1	Bradi1g04681
BdiBd21-3.1G0061700.1	Bradi1g04683
BdiBd21-3.1G0061800.1	Bradi1g04690
BdiBd21-3.1G0061900.1	Bradi1g04700
BdiBd21-3.1G0062000.1	Bradi1g04710
BdiBd21-3.1G0062000.2	Bradi1g04710
BdiBd21-3.1G0062100.1	Bradi1g04720
BdiBd21-3.1G0062200.1	Bradi1g04730
BdiBd21-3.1G0062200.2	Bradi1g04730
BdiBd21-3.1G0062200.3	Bradi1g04730
BdiBd21-3.1G0062300.1	Bradi1g04740
BdiBd21-3.1G0062300.2	Bradi1g04740
BdiBd21-3.1G0062400.1	Bradi1g04750
BdiBd21-3.1G0062500.1	Bradi1g04760
BdiBd21-3.1G0062600.1	Bradi1g04772
BdiBd21-3.1G0062700.1	Bradi1g04780
BdiBd21-3.1G0062800.1	Bradi1g04790
BdiBd21-3.1G0062900.1	Bradi1g04800
BdiBd21-3.1G0063000.1	Bradi1g04810
BdiBd21-3.1G0063100.1	Bradi1g04820
BdiBd21-3.1G0063100.2	Bradi1g04820
BdiBd21-3.1G0063100.3	Bradi1g04820
BdiBd21-3.1G0063200.1	Bradi1g04830
BdiBd21-3.1G0063200.2	Bradi1g04830
BdiBd21-3.1G0063200.3	Bradi1g04830
BdiBd21-3.1G0063200.4	Bradi1g04830
BdiBd21-3.1G0063300.1	Bradi1g04835
BdiBd21-3.1G0063400.1	Bradi1g04840
BdiBd21-3.1G0063500.1	Bradi1g04850
BdiBd21-3.1G0063600.1	Bradi1g04860
BdiBd21-3.1G0063600.2	Bradi1g04860
BdiBd21-3.1G0063700.1	Bradi1g04870
BdiBd21-3.1G0063700.2	Bradi1g04870
BdiBd21-3.1G0063800.1	Bradi1g04880
BdiBd21-3.1G0063900.1	Bradi1g04890
BdiBd21-3.1G0064000.1	Bradi1g04900
BdiBd21-3.1G0064100.1	Bradi1g04903
BdiBd21-3.1G0064200.1	Bradi1g04907
BdiBd21-3.1G0064300.1	Bradi1g04917
BdiBd21-3.1G0064300.2	Bradi1g04917
BdiBd21-3.1G0064400.1	Bradi1g04930
BdiBd21-3.1G0064500.1	Bradi1g04935
BdiBd21-3.1G0064600.1	Bradi1g04940
BdiBd21-3.1G0064600.2	Bradi1g04940
BdiBd21-3.1G0064700.1	Bradi1g04950
BdiBd21-3.1G0064700.2	Bradi1g04950
BdiBd21-3.1G0064800.1	Bradi1g04953
BdiBd21-3.1G0064900.1	Bradi1g04957
BdiBd21-3.1G0065000.1	Bradi1g04963
BdiBd21-3.1G0065100.1	Bradi1g04970
BdiBd21-3.1G0065100.2	Bradi1g04970
BdiBd21-3.1G0065200.1	Bradi1g04980
BdiBd21-3.1G0065300.1	Bradi1g04990
BdiBd21-3.1G0065400.1	Bradi1g05000
BdiBd21-3.1G0065500.1	Bradi1g05010
BdiBd21-3.1G0065600.1	Bradi1g05020
BdiBd21-3.1G0065700.1	Bradi1g05030
BdiBd21-3.1G0065700.2	Bradi1g05030
BdiBd21-3.1G0065800.1	Bradi1g05037
BdiBd21-3.1G0065900.1	Bradi1g05050
BdiBd21-3.1G0066000.1	Bradi1g05056
BdiBd21-3.1G0066000.2	Bradi1g05056
BdiBd21-3.1G0066100.1	Bradi1g05062
BdiBd21-3.1G0066200.1	Bradi1g05070
BdiBd21-3.1G0066200.2	Bradi1g05070
BdiBd21-3.1G0066300.1	Bradi1g05080
BdiBd21-3.1G0066500.1	Bradi1g05100
BdiBd21-3.1G0066600.1	Bradi1g05110
BdiBd21-3.1G0066600.2	Bradi1g05110
BdiBd21-3.1G0066600.3	Bradi1g05110
BdiBd21-3.1G0066600.4	Bradi1g05110
BdiBd21-3.1G0066700.1	Bradi1g05116
BdiBd21-3.1G0066700.2	Bradi1g05116
BdiBd21-3.1G0066700.3	Bradi1g05116
BdiBd21-3.1G0066700.4	Bradi1g05116
BdiBd21-3.1G0066700.5	Bradi1g05116
BdiBd21-3.1G0066800.1	Bradi1g05122
BdiBd21-3.1G0066800.2	Bradi1g05122
BdiBd21-3.1G0066900.1	Bradi1g05130
BdiBd21-3.1G0067000.1	Bradi1g05141
BdiBd21-3.1G0067100.1	Bradi1g05150
BdiBd21-3.1G0067200.1	Bradi1g05156
BdiBd21-3.1G0067300.1	Bradi1g05162
BdiBd21-3.1G0067400.1	Bradi1g05170
BdiBd21-3.1G0067500.1	Bradi1g05180
BdiBd21-3.1G0067600.1	Bradi1g05190
BdiBd21-3.1G0067700.1	Bradi1g05192
BdiBd21-3.1G0067800.1	Bradi1g05195
BdiBd21-3.1G0068000.1	Bradi1g05198
BdiBd21-3.1G0068100.1	Bradi1g05202
BdiBd21-3.1G0068400.1	Bradi1g05208
BdiBd21-3.1G0068500.1	Bradi1g05210
BdiBd21-3.1G0068600.1	Bradi1g05217
BdiBd21-3.1G0068700.1	Bradi1g05230
BdiBd21-3.1G0068900.1	Bradi1g05240
BdiBd21-3.1G0069100.1	Bradi1g05247
BdiBd21-3.1G0069200.1	Bradi1g05260
BdiBd21-3.1G0069300.1	Bradi1g05270
BdiBd21-3.1G0069400.1	Bradi1g05276
BdiBd21-3.1G0069500.1	Bradi1g05296
BdiBd21-3.1G0069600.1	Bradi1g05301
BdiBd21-3.1G0069700.1	Bradi1g05306
BdiBd21-3.1G0069700.2	Bradi1g05306
BdiBd21-3.1G0069800.1	Bradi1g05310
BdiBd21-3.1G0069900.1	Bradi1g05320
BdiBd21-3.1G0070000.1	Bradi1g05322
BdiBd21-3.1G0070100.1	Bradi1g05325
BdiBd21-3.1G0070200.1	Bradi1g05328
BdiBd21-3.1G0070300.1	Bradi1g05330
BdiBd21-3.1G0070400.1	Bradi1g05340
BdiBd21-3.1G0070500.1	Bradi1g05346
BdiBd21-3.1G0070600.1	Bradi1g05360
BdiBd21-3.1G0070600.2	Bradi1g05360
BdiBd21-3.1G0070700.1	Bradi1g05371
BdiBd21-3.1G0070800.1	Bradi1g05380
BdiBd21-3.1G0071000.1	Bradi1g05390
BdiBd21-3.1G0071000.2	Bradi1g05390
BdiBd21-3.1G0071000.3	Bradi1g05390
BdiBd21-3.1G0071000.4	Bradi1g05390
BdiBd21-3.1G0071000.5	Bradi1g05390
BdiBd21-3.1G0071000.6	Bradi1g05390
BdiBd21-3.1G0071100.1	Bradi1g05397
BdiBd21-3.1G0071200.1	Bradi1g05410
BdiBd21-3.1G0071300.1	Bradi1g05420
BdiBd21-3.1G0071400.1	Bradi1g05430
BdiBd21-3.1G0071400.2	Bradi1g05430
BdiBd21-3.1G0071500.1	Bradi1g05450
BdiBd21-3.1G0071500.2	Bradi1g05450
BdiBd21-3.1G0071600.1	Bradi1g05460
BdiBd21-3.1G0071700.1	Bradi1g05467
BdiBd21-3.1G0071700.2	Bradi1g05467
BdiBd21-3.1G0071800.1	Bradi1g05480
BdiBd21-3.1G0071900.1	Bradi1g05490
BdiBd21-3.1G0072000.1	Bradi1g05500
BdiBd21-3.1G0072100.1	Bradi1g05510
BdiBd21-3.1G0072200.1	Bradi1g05520
BdiBd21-3.1G0072200.2	Bradi1g05520
BdiBd21-3.1G0072300.1	Bradi1g05530
BdiBd21-3.1G0072400.1	Bradi1g05540
BdiBd21-3.1G0072500.1	Bradi1g05550
BdiBd21-3.1G0072600.1	Bradi1g05560
BdiBd21-3.1G0072700.1	Bradi1g05570
BdiBd21-3.1G0072800.1	Bradi1g05580
BdiBd21-3.1G0073000.1	Bradi1g05590
BdiBd21-3.1G0073100.1	Bradi1g05600
BdiBd21-3.1G0073200.1	Bradi1g05610
BdiBd21-3.1G0073300.1	Bradi1g05620
BdiBd21-3.1G0073400.1	Bradi1g05630
BdiBd21-3.1G0073400.2	Bradi1g05630
BdiBd21-3.1G0073400.3	Bradi1g05630
BdiBd21-3.1G0073500.1	Bradi1g05640
BdiBd21-3.1G0073600.1	Bradi1g05650
BdiBd21-3.1G0073700.1	Bradi1g05655
BdiBd21-3.1G0073800.1	Bradi1g05660
BdiBd21-3.1G0073900.1	Bradi1g05670
BdiBd21-3.1G0074000.1	Bradi1g05680
BdiBd21-3.1G0074100.1	Bradi1g05690
BdiBd21-3.1G0074300.1	Bradi1g05799
BdiBd21-3.1G0074500.1	Bradi1g05801
BdiBd21-3.1G0074700.1	Bradi1g05731
BdiBd21-3.1G0074800.1	Bradi1g05735
BdiBd21-3.1G0075000.1	Bradi1g05739
BdiBd21-3.1G0075100.1	Bradi1g05741
BdiBd21-3.1G0075200.1	Bradi1g05743
BdiBd21-3.1G0075300.1	Bradi1g05746
BdiBd21-3.1G0075400.1	Bradi1g05747
BdiBd21-3.1G0075500.1	Bradi1g05749
BdiBd21-3.1G0075700.1	Bradi1g05760
BdiBd21-3.1G0075800.1	Bradi1g05762
BdiBd21-3.1G0075900.1	Bradi1g05764
BdiBd21-3.1G0076000.1	Bradi1g05766
BdiBd21-3.1G0076100.1	Bradi1g05768
BdiBd21-3.1G0076500.1	Bradi1g39213
BdiBd21-3.1G0076600.1	Bradi1g39212
BdiBd21-3.1G0076700.1	Bradi1g39211
BdiBd21-3.1G0076900.1	Bradi1g39209
BdiBd21-3.1G0077000.1	Bradi1g05785
BdiBd21-3.1G0077100.1	Bradi1g39196
BdiBd21-3.1G0077200.1	Bradi1g39222
BdiBd21-3.1G0077500.1	Bradi1g05784
BdiBd21-3.1G0077600.1	Bradi1g05782
BdiBd21-3.1G0077700.1	Bradi1g05778
BdiBd21-3.1G0077800.1	Bradi1g05776
BdiBd21-3.1G0078100.1	Bradi1g05810
BdiBd21-3.1G0078200.1	Bradi1g05811
BdiBd21-3.1G0078300.1	Bradi1g05813
BdiBd21-3.1G0078400.1	Bradi1g05817
BdiBd21-3.1G0078500.1	Bradi1g05827
BdiBd21-3.1G0078600.1	Bradi1g05837
BdiBd21-3.1G0078700.1	Bradi1g05850
BdiBd21-3.1G0078800.1	Bradi1g05860
BdiBd21-3.1G0078900.1	Bradi1g05870
BdiBd21-3.1G0079000.1	Bradi1g05880
BdiBd21-3.1G0079000.2	Bradi1g05880
BdiBd21-3.1G0079100.1	Bradi1g05885
BdiBd21-3.1G0079200.1	Bradi1g05890
BdiBd21-3.1G0079300.1	Bradi1g05895
BdiBd21-3.1G0079400.1	Bradi1g05900
BdiBd21-3.1G0079500.1	Bradi1g05910
BdiBd21-3.1G0079800.1	Bradi1g05920
BdiBd21-3.1G0079900.1	Bradi1g05930
BdiBd21-3.1G0080100.1	Bradi1g05950
BdiBd21-3.1G0080400.1	Bradi1g05970
BdiBd21-3.1G0080400.2	Bradi1g05970
BdiBd21-3.1G0080500.1	Bradi1g05980
BdiBd21-3.1G0080600.1	Bradi1g05983
BdiBd21-3.1G0080700.1	Bradi1g05987
BdiBd21-3.1G0080800.1	Bradi1g05990
BdiBd21-3.1G0081000.1	Bradi1g06002
BdiBd21-3.1G0081100.1	Bradi1g06010
BdiBd21-3.1G0081200.1	Bradi1g06020
BdiBd21-3.1G0081300.1	Bradi1g06030
BdiBd21-3.1G0081400.1	Bradi1g06036
BdiBd21-3.1G0081500.1	Bradi1g06042
BdiBd21-3.1G0081600.1	Bradi1g06050
BdiBd21-3.1G0081700.1	Bradi1g06060
BdiBd21-3.1G0081800.1	Bradi1g06070
BdiBd21-3.1G0081900.1	Bradi1g06080
BdiBd21-3.1G0081900.2	Bradi1g06080
BdiBd21-3.1G0082000.1	Bradi1g06090
BdiBd21-3.1G0082100.1	Bradi1g06095
BdiBd21-3.1G0082200.1	Bradi1g06100
BdiBd21-3.1G0082200.2	Bradi1g06100
BdiBd21-3.1G0082300.1	Bradi1g06110
BdiBd21-3.1G0082400.1	Bradi1g06122
BdiBd21-3.1G0082400.2	Bradi1g06122
BdiBd21-3.1G0082400.3	Bradi1g06122
BdiBd21-3.1G0082500.1	Bradi1g06130
BdiBd21-3.1G0082600.1	Bradi1g06140
BdiBd21-3.1G0082700.1	Bradi1g06150
BdiBd21-3.1G0082800.1	Bradi1g06160
BdiBd21-3.1G0082900.1	Bradi1g06170
BdiBd21-3.1G0083000.1	Bradi1g06177
BdiBd21-3.1G0083000.2	Bradi1g06177
BdiBd21-3.1G0083000.3	Bradi1g06177
BdiBd21-3.1G0083100.1	Bradi1g06190
BdiBd21-3.1G0083200.1	Bradi1g06200
BdiBd21-3.1G0083200.2	Bradi1g06200
BdiBd21-3.1G0083300.1	Bradi1g06210
BdiBd21-3.1G0083500.1	Bradi1g06220
BdiBd21-3.1G0083500.2	Bradi1g06220
BdiBd21-3.1G0083600.1	Bradi1g06222
BdiBd21-3.1G0083700.1	Bradi1g06225
BdiBd21-3.1G0083800.1	Bradi1g06230
BdiBd21-3.1G0083800.2	Bradi1g06230
BdiBd21-3.1G0083800.3	Bradi1g06230
BdiBd21-3.1G0083900.1	Bradi1g06235
BdiBd21-3.1G0084000.1	Bradi1g06241
BdiBd21-3.1G0084100.1	Bradi1g06250
BdiBd21-3.1G0084200.1	Bradi1g06260
BdiBd21-3.1G0084300.1	Bradi1g06270
BdiBd21-3.1G0084400.1	Bradi1g06280
BdiBd21-3.1G0084400.2	Bradi1g06280
BdiBd21-3.1G0084500.1	Bradi1g06290
BdiBd21-3.1G0084600.1	Bradi1g06300
BdiBd21-3.1G0084700.1	Bradi1g06310
BdiBd21-3.1G0084800.1	Bradi1g06315
BdiBd21-3.1G0084900.1	Bradi1g06320
BdiBd21-3.1G0085000.1	Bradi1g06330
BdiBd21-3.1G0085100.1	Bradi1g06340
BdiBd21-3.1G0085200.1	Bradi1g06350
BdiBd21-3.1G0085300.1	Bradi1g06360
BdiBd21-3.1G0085400.1	Bradi1g06366
BdiBd21-3.1G0085500.1	Bradi1g06372
BdiBd21-3.1G0085700.1	Bradi1g06380
BdiBd21-3.1G0085800.1	Bradi1g06387
BdiBd21-3.1G0085900.1	Bradi1g06400
BdiBd21-3.1G0086000.1	Bradi1g06410
BdiBd21-3.1G0086100.1	Bradi1g06420
BdiBd21-3.1G0086200.1	Bradi1g06421
BdiBd21-3.1G0086300.1	Bradi1g06422
BdiBd21-3.1G0086400.1	Bradi1g06425
BdiBd21-3.1G0086500.1	Bradi1g06430
BdiBd21-3.1G0086600.1	Bradi1g06435
BdiBd21-3.1G0086700.1	Bradi1g06440
BdiBd21-3.1G0086900.1	Bradi1g06460
BdiBd21-3.1G0087000.1	Bradi1g06470
BdiBd21-3.1G0087000.2	Bradi1g06470
BdiBd21-3.1G0087100.1	Bradi1g06480
BdiBd21-3.1G0087100.2	Bradi1g06480
BdiBd21-3.1G0087200.1	Bradi1g06490
BdiBd21-3.1G0087300.1	Bradi1g06495
BdiBd21-3.1G0087400.1	Bradi1g06500
BdiBd21-3.1G0087500.1	Bradi1g06511
BdiBd21-3.1G0087600.1	Bradi1g06520
BdiBd21-3.1G0087700.1	Bradi1g06530
BdiBd21-3.1G0087800.1	Bradi1g06540
BdiBd21-3.1G0087900.1	Bradi1g06550
BdiBd21-3.1G0087900.2	Bradi1g06550
BdiBd21-3.1G0087900.3	Bradi1g06550
BdiBd21-3.1G0088000.1	Bradi1g06560
BdiBd21-3.1G0088100.1	Bradi1g06570
BdiBd21-3.1G0088100.2	Bradi1g06570
BdiBd21-3.1G0088200.1	Bradi1g06580
BdiBd21-3.1G0088300.1	Bradi1g06590
BdiBd21-3.1G0088300.2	Bradi1g06590
BdiBd21-3.1G0088400.1	Bradi1g06601
BdiBd21-3.1G0088500.1	Bradi1g06610
BdiBd21-3.1G0088700.1	Bradi1g06620
BdiBd21-3.1G0088700.2	Bradi1g06620
BdiBd21-3.1G0088700.3	Bradi1g06620
BdiBd21-3.1G0088700.4	Bradi1g06620
BdiBd21-3.1G0088800.1	Bradi1g06630
BdiBd21-3.1G0088800.2	Bradi1g06630
BdiBd21-3.1G0088900.1	Bradi1g06636
BdiBd21-3.1G0089100.1	Bradi1g06637
BdiBd21-3.1G0089200.1	Bradi1g06638
BdiBd21-3.1G0089300.1	Bradi1g06640
BdiBd21-3.1G0089400.1	Bradi1g06650
BdiBd21-3.1G0089400.2	Bradi1g06650
BdiBd21-3.1G0089400.3	Bradi1g06650
BdiBd21-3.1G0089400.4	Bradi1g06650
BdiBd21-3.1G0089400.5	Bradi1g06650
BdiBd21-3.1G0089500.1	Bradi1g06660
BdiBd21-3.1G0089600.1	Bradi1g06670
BdiBd21-3.1G0089800.1	Bradi1g06686
BdiBd21-3.1G0089900.1	Bradi1g06691
BdiBd21-3.1G0090100.1	Bradi1g06700
BdiBd21-3.1G0090200.1	Bradi1g06710
BdiBd21-3.1G0090400.1	Bradi1g06720
BdiBd21-3.1G0090500.1	Bradi1g06730
BdiBd21-3.1G0090600.1	Bradi1g06740
BdiBd21-3.1G0090700.1	Bradi1g06750
BdiBd21-3.1G0090800.1	Bradi1g06755
BdiBd21-3.1G0090900.1	Bradi1g06760
BdiBd21-3.1G0091000.1	Bradi1g06766
BdiBd21-3.1G0091100.1	Bradi1g06772
BdiBd21-3.1G0091200.1	Bradi1g06780
BdiBd21-3.1G0091200.2	Bradi1g06780
BdiBd21-3.1G0091300.1	Bradi1g06790
BdiBd21-3.1G0091300.2	Bradi1g06790
BdiBd21-3.1G0091400.1	Bradi1g06800
BdiBd21-3.1G0091500.1	Bradi1g06810
BdiBd21-3.1G0091700.1	Bradi1g06821
BdiBd21-3.1G0091800.1	Bradi1g06830
BdiBd21-3.1G0091900.1	Bradi1g06840
BdiBd21-3.1G0092100.1	Bradi1g06851
BdiBd21-3.1G0092400.1	Bradi0012s00100
BdiBd21-3.1G0092800.1	Bradi1g06864
BdiBd21-3.1G0092900.1	Bradi1g06867
BdiBd21-3.1G0093000.1	Bradi1g06870
BdiBd21-3.1G0093200.1	Bradi1g06880
BdiBd21-3.1G0093800.1	Bradi1g06890
BdiBd21-3.1G0093900.1	Bradi1g06900
BdiBd21-3.1G0093900.2	Bradi1g06900
BdiBd21-3.1G0093900.3	Bradi1g06900
BdiBd21-3.1G0094000.1	Bradi1g06904
BdiBd21-3.1G0094100.1	Bradi1g06907
BdiBd21-3.1G0094100.2	Bradi1g06907
BdiBd21-3.1G0094100.3	Bradi1g06907
BdiBd21-3.1G0094100.4	Bradi1g06907
BdiBd21-3.1G0094100.5	Bradi1g06907
BdiBd21-3.1G0094100.6	Bradi1g06907
BdiBd21-3.1G0094100.7	Bradi1g06907
BdiBd21-3.1G0094200.1	Bradi1g06917
BdiBd21-3.1G0094300.1	Bradi1g06930
BdiBd21-3.1G0094400.1	Bradi1g06945
BdiBd21-3.1G0094400.2	Bradi1g06945
BdiBd21-3.1G0094500.1	Bradi1g06960
BdiBd21-3.1G0094600.1	Bradi1g06970
BdiBd21-3.1G0094700.1	Bradi1g06980
BdiBd21-3.1G0094900.1	Bradi1g06990
BdiBd21-3.1G0095000.1	Bradi1g06997
BdiBd21-3.1G0095100.1	Bradi1g06999
BdiBd21-3.1G0095200.1	Bradi1g07001
BdiBd21-3.1G0095300.1	Bradi1g07006
BdiBd21-3.1G0095400.1	Bradi1g07010
BdiBd21-3.1G0095400.2	Bradi1g07010
BdiBd21-3.1G0095400.3	Bradi1g07010
BdiBd21-3.1G0095500.1	Bradi1g07020
