TF_ID	Gene_ID	Family
Bradi1g08326.1.p	Bradi1g08326	MIKC_MADS
Bradi1g08340.1.p	Bradi1g08340	MIKC_MADS
Bradi1g21980.2.p	Bradi1g21980	MIKC_MADS
Bradi1g21980.3.p	Bradi1g21980	MIKC_MADS
Bradi1g21980.4.p	Bradi1g21980	MIKC_MADS
Bradi1g35000.1.p	Bradi1g35000	MIKC_MADS
Bradi1g45812.1.p	Bradi1g45812	MIKC_MADS
Bradi1g48520.1.p	Bradi1g48520	MIKC_MADS
Bradi1g59250.1.p	Bradi1g59250	MIKC_MADS
Bradi1g59250.2.p	Bradi1g59250	MIKC_MADS
Bradi1g69890.2.p	Bradi1g69890	MIKC_MADS
Bradi1g72150.3.p	Bradi1g72150	MIKC_MADS
Bradi1g72150.5.p	Bradi1g72150	MIKC_MADS
Bradi1g72150.6.p	Bradi1g72150	MIKC_MADS
Bradi1g72150.7.p	Bradi1g72150	MIKC_MADS
Bradi1g77020.1.p	Bradi1g77020	MIKC_MADS
Bradi2g06330.1.p	Bradi2g06330	MIKC_MADS
Bradi2g06330.2.p	Bradi2g06330	MIKC_MADS
Bradi2g06330.3.p	Bradi2g06330	MIKC_MADS
Bradi2g06330.4.p	Bradi2g06330	MIKC_MADS
Bradi2g24940.2.p	Bradi2g24940	MIKC_MADS
Bradi2g25090.1.p	Bradi2g25090	MIKC_MADS
Bradi2g32910.1.p	Bradi2g32910	MIKC_MADS
Bradi2g32910.2.p	Bradi2g32910	MIKC_MADS
Bradi2g32910.3.p	Bradi2g32910	MIKC_MADS
Bradi2g32910.4.p	Bradi2g32910	MIKC_MADS
Bradi2g48690.1.p	Bradi2g48690	MIKC_MADS
Bradi2g57000.1.p	Bradi2g57000	MIKC_MADS
Bradi2g57000.2.p	Bradi2g57000	MIKC_MADS
Bradi3g00721.1.p	Bradi3g00721	MIKC_MADS
Bradi3g05260.1.p	Bradi3g05260	MIKC_MADS
Bradi3g13570.1.p	Bradi3g13570	MIKC_MADS
Bradi3g32090.1.p	Bradi3g32090	MIKC_MADS
Bradi3g32090.2.p	Bradi3g32090	MIKC_MADS
Bradi3g41260.1.p	Bradi3g41260	MIKC_MADS
Bradi3g46920.2.p	Bradi3g46920	MIKC_MADS
Bradi3g51800.2.p	Bradi3g51800	MIKC_MADS
Bradi3g57017.1.p	Bradi3g57017	MIKC_MADS
Bradi3g57017.4.p	Bradi3g57017	MIKC_MADS
Bradi3g57017.5.p	Bradi3g57017	MIKC_MADS
Bradi3g57017.6.p	Bradi3g57017	MIKC_MADS
Bradi3g57017.7.p	Bradi3g57017	MIKC_MADS
Bradi3g57017.8.p	Bradi3g57017	MIKC_MADS
Bradi3g57017.9.p	Bradi3g57017	MIKC_MADS
Bradi3g58220.2.p	Bradi3g58220	MIKC_MADS
Bradi4g06867.1.p	Bradi4g06867	MIKC_MADS
Bradi4g34680.1.p	Bradi4g34680	MIKC_MADS
Bradi4g40350.2.p	Bradi4g40350	MIKC_MADS
Bradi4g40350.3.p	Bradi4g40350	MIKC_MADS
Bradi4g40350.4.p	Bradi4g40350	MIKC_MADS
Bradi4g40350.5.p	Bradi4g40350	MIKC_MADS
Bradi4g40357.1.p	Bradi4g40357	MIKC_MADS
Bradi4g40948.2.p	Bradi4g40948	MIKC_MADS
Bradi5g08062.1.p	Bradi5g08062	MIKC_MADS
Bradi5g11270.1.p	Bradi5g11270	MIKC_MADS
Bradi5g12437.1.p	Bradi5g12437	MIKC_MADS
Bradi5g21700.2.p	Bradi5g21700	MIKC_MADS
Bradi5g21700.3.p	Bradi5g21700	MIKC_MADS
Bradi1g15482.1.p	Bradi1g15482	M-type_MADS
Bradi1g20090.1.p	Bradi1g20090	M-type_MADS
Bradi1g25297.2.p	Bradi1g25297	M-type_MADS
Bradi1g25300.1.p	Bradi1g25300	M-type_MADS
Bradi1g27901.1.p	Bradi1g27901	M-type_MADS
Bradi1g39927.1.p	Bradi1g39927	M-type_MADS
Bradi1g46675.1.p	Bradi1g46675	M-type_MADS
Bradi1g55041.1.p	Bradi1g55041	M-type_MADS
Bradi1g55051.1.p	Bradi1g55051	M-type_MADS
Bradi1g57410.3.p	Bradi1g57410	M-type_MADS
Bradi1g57422.1.p	Bradi1g57422	M-type_MADS
Bradi1g57870.1.p	Bradi1g57870	M-type_MADS
Bradi1g57875.2.p	Bradi1g57875	M-type_MADS
Bradi1g58100.3.p	Bradi1g58100	M-type_MADS
Bradi1g70942.1.p	Bradi1g70942	M-type_MADS
Bradi2g10745.1.p	Bradi2g10745	M-type_MADS
Bradi2g11145.1.p	Bradi2g11145	M-type_MADS
Bradi2g11156.1.p	Bradi2g11156	M-type_MADS
Bradi2g11163.1.p	Bradi2g11163	M-type_MADS
Bradi2g12566.1.p	Bradi2g12566	M-type_MADS
Bradi2g26320.1.p	Bradi2g26320	M-type_MADS
Bradi2g30530.1.p	Bradi2g30530	M-type_MADS
Bradi2g33456.1.p	Bradi2g33456	M-type_MADS
Bradi2g36774.1.p	Bradi2g36774	M-type_MADS
Bradi2g36778.1.p	Bradi2g36778	M-type_MADS
Bradi2g36782.1.p	Bradi2g36782	M-type_MADS
Bradi2g37111.1.p	Bradi2g37111	M-type_MADS
Bradi2g38695.1.p	Bradi2g38695	M-type_MADS
Bradi2g42233.1.p	Bradi2g42233	M-type_MADS
Bradi2g43290.1.p	Bradi2g43290	M-type_MADS
Bradi2g58503.1.p	Bradi2g58503	M-type_MADS
Bradi2g59119.1.p	Bradi2g59119	M-type_MADS
Bradi2g59119.2.p	Bradi2g59119	M-type_MADS
Bradi2g59191.1.p	Bradi2g59191	M-type_MADS
Bradi2g62515.1.p	Bradi2g62515	M-type_MADS
Bradi3g04880.1.p	Bradi3g04880	M-type_MADS
Bradi3g18670.2.p	Bradi3g18670	M-type_MADS
Bradi3g39177.1.p	Bradi3g39177	M-type_MADS
Bradi3g39575.1.p	Bradi3g39575	M-type_MADS
Bradi3g41297.1.p	Bradi3g41297	M-type_MADS
Bradi4g11101.1.p	Bradi4g11101	M-type_MADS
Bradi4g30081.1.p	Bradi4g30081	M-type_MADS
Bradi4g31785.1.p	Bradi4g31785	M-type_MADS
Bradi4g39415.1.p	Bradi4g39415	M-type_MADS
Bradi4g39420.1.p	Bradi4g39420	M-type_MADS
Bradi4g40333.1.p	Bradi4g40333	M-type_MADS
Bradi1g09900.1.p	Bradi1g09900	GRF
Bradi1g09900.2.p	Bradi1g09900	GRF
Bradi1g12650.1.p	Bradi1g12650	GRF
Bradi1g28400.1.p	Bradi1g28400	GRF
Bradi1g46427.1.p	Bradi1g46427	GRF
Bradi1g50597.1.p	Bradi1g50597	GRF
Bradi2g14320.1.p	Bradi2g14320	GRF
Bradi3g51685.1.p	Bradi3g51685	GRF
Bradi3g52547.1.p	Bradi3g52547	GRF
Bradi3g57267.1.p	Bradi3g57267	GRF
Bradi4g16450.2.p	Bradi4g16450	GRF
Bradi4g16450.3.p	Bradi4g16450	GRF
Bradi5g18961.1.p	Bradi5g18961	GRF
Bradi5g20607.1.p	Bradi5g20607	GRF
Bradi1g12677.1.p	Bradi1g12677	HB-other
Bradi1g36770.2.p	Bradi1g36770	HB-other
Bradi1g36770.3.p	Bradi1g36770	HB-other
Bradi1g36770.4.p	Bradi1g36770	HB-other
Bradi1g36770.5.p	Bradi1g36770	HB-other
Bradi1g36770.6.p	Bradi1g36770	HB-other
Bradi1g37800.1.p	Bradi1g37800	HB-other
Bradi1g42040.1.p	Bradi1g42040	HB-other
Bradi1g42040.2.p	Bradi1g42040	HB-other
Bradi1g42040.3.p	Bradi1g42040	HB-other
Bradi1g42040.4.p	Bradi1g42040	HB-other
Bradi1g42040.5.p	Bradi1g42040	HB-other
Bradi1g42040.6.p	Bradi1g42040	HB-other
Bradi1g58820.1.p	Bradi1g58820	HB-other
Bradi2g16647.1.p	Bradi2g16647	HB-other
Bradi2g31276.1.p	Bradi2g31276	HB-other
Bradi2g46230.1.p	Bradi2g46230	HB-other
Bradi2g59937.1.p	Bradi2g59937	HB-other
Bradi4g03303.1.p	Bradi4g03303	HB-other
Bradi4g03303.2.p	Bradi4g03303	HB-other
Bradi4g03303.3.p	Bradi4g03303	HB-other
Bradi4g03303.4.p	Bradi4g03303	HB-other
Bradi4g03303.5.p	Bradi4g03303	HB-other
Bradi4g03303.6.p	Bradi4g03303	HB-other
Bradi4g03303.7.p	Bradi4g03303	HB-other
Bradi4g11517.1.p	Bradi4g11517	HB-other
Bradi4g11517.2.p	Bradi4g11517	HB-other
Bradi4g11517.5.p	Bradi4g11517	HB-other
Bradi4g36300.1.p	Bradi4g36300	HB-other
Bradi5g10370.2.p	Bradi5g10370	HB-other
Bradi4g45325.1.p	Bradi4g45325	WOX
Bradi2g37650.1.p	Bradi2g37650	WOX
Bradi5g24080.1.p	Bradi5g24080	WOX
Bradi2g55270.1.p	Bradi2g55270	WOX
Bradi5g25113.1.p	Bradi5g25113	WOX
Bradi1g63680.2.p	Bradi1g63680	WOX
Bradi2g46055.1.p	Bradi2g46055	WOX
Bradi1g17420.1.p	Bradi1g17420	WOX
Bradi3g18800.1.p	Bradi3g18800	WOX
Bradi2g53390.2.p	Bradi2g53390	WOX
Bradi2g16444.1.p	Bradi2g16444	WOX
Bradi2g53390.1.p	Bradi2g53390	WOX
Bradi2g53390.3.p	Bradi2g53390	WOX
Bradi2g54590.1.p	Bradi2g54590	WOX
Bradi1g69185.2.p	Bradi1g69185	WOX
Bradi1g69185.3.p	Bradi1g69185	WOX
Bradi1g69185.4.p	Bradi1g69185	WOX
Bradi1g12510.1.p	Bradi1g12510	TALE
Bradi1g12510.2.p	Bradi1g12510	TALE
Bradi1g12510.3.p	Bradi1g12510	TALE
Bradi1g12510.4.p	Bradi1g12510	TALE
Bradi1g09615.1.p	Bradi1g09615	TALE
Bradi4g00740.1.p	Bradi4g00740	TALE
Bradi4g00740.4.p	Bradi4g00740	TALE
Bradi4g00740.5.p	Bradi4g00740	TALE
Bradi4g00740.7.p	Bradi4g00740	TALE
Bradi4g00740.8.p	Bradi4g00740	TALE
Bradi4g25022.2.p	Bradi4g25022	TALE
Bradi4g25022.3.p	Bradi4g25022	TALE
Bradi4g25022.4.p	Bradi4g25022	TALE
Bradi4g25022.5.p	Bradi4g25022	TALE
Bradi1g74060.7.p	Bradi1g74060	TALE
Bradi1g51980.1.p	Bradi1g51980	TALE
Bradi2g23530.2.p	Bradi2g23530	TALE
Bradi2g23530.1.p	Bradi2g23530	TALE
Bradi2g54940.1.p	Bradi2g54940	TALE
Bradi2g54940.2.p	Bradi2g54940	TALE
Bradi3g32040.3.p	Bradi3g32040	TALE
Bradi3g26690.1.p	Bradi3g26690	TALE
Bradi1g76940.2.p	Bradi1g76940	TALE
Bradi1g76940.3.p	Bradi1g76940	TALE
Bradi1g76940.4.p	Bradi1g76940	TALE
Bradi1g12520.2.p	Bradi1g12520	TALE
Bradi1g12520.3.p	Bradi1g12520	TALE
Bradi3g08570.2.p	Bradi3g08570	TALE
Bradi3g08570.3.p	Bradi3g08570	TALE
Bradi3g08570.4.p	Bradi3g08570	TALE
Bradi3g08570.5.p	Bradi3g08570	TALE
Bradi4g32737.1.p	Bradi4g32737	HD-ZIP
Bradi3g38600.1.p	Bradi3g38600	HD-ZIP
Bradi3g56180.2.p	Bradi3g56180	HD-ZIP
Bradi3g56180.3.p	Bradi3g56180	HD-ZIP
Bradi3g56180.1.p	Bradi3g56180	HD-ZIP
Bradi3g35850.1.p	Bradi3g35850	HD-ZIP
Bradi1g73190.1.p	Bradi1g73190	HD-ZIP
Bradi3g37810.1.p	Bradi3g37810	HD-ZIP
Bradi3g33410.1.p	Bradi3g33410	HD-ZIP
Bradi5g17570.1.p	Bradi5g17570	HD-ZIP
Bradi4g31690.1.p	Bradi4g31690	HD-ZIP
Bradi1g71930.1.p	Bradi1g71930	HD-ZIP
Bradi1g69150.1.p	Bradi1g69150	HD-ZIP
Bradi3g21480.1.p	Bradi3g21480	HD-ZIP
Bradi5g17170.2.p	Bradi5g17170	HD-ZIP
Bradi4g29380.1.p	Bradi4g29380	HD-ZIP
Bradi1g51270.1.p	Bradi1g51270	HD-ZIP
Bradi1g51257.3.p	Bradi1g51257	HD-ZIP
Bradi3g50220.1.p	Bradi3g50220	HD-ZIP
Bradi3g46320.6.p	Bradi3g46320	HD-ZIP
Bradi4g35910.1.p	Bradi4g35910	HD-ZIP
Bradi3g46320.5.p	Bradi3g46320	HD-ZIP
Bradi2g45000.1.p	Bradi2g45000	HD-ZIP
Bradi3g46320.2.p	Bradi3g46320	HD-ZIP
Bradi3g46320.3.p	Bradi3g46320	HD-ZIP
Bradi3g46320.4.p	Bradi3g46320	HD-ZIP
Bradi1g23460.1.p	Bradi1g23460	HD-ZIP
Bradi1g33870.2.p	Bradi1g33870	HD-ZIP
Bradi1g71280.2.p	Bradi1g71280	HD-ZIP
Bradi3g03970.1.p	Bradi3g03970	HD-ZIP
Bradi3g03970.2.p	Bradi3g03970	HD-ZIP
Bradi1g33870.3.p	Bradi1g33870	HD-ZIP
Bradi1g71280.1.p	Bradi1g71280	HD-ZIP
Bradi1g07247.6.p	Bradi1g07247	TALE
Bradi1g07247.5.p	Bradi1g07247	TALE
Bradi1g07247.7.p	Bradi1g07247	TALE
Bradi1g57607.1.p	Bradi1g57607	TALE
Bradi1g10047.2.p	Bradi1g10047	TALE
Bradi1g10047.3.p	Bradi1g10047	TALE
Bradi2g11540.1.p	Bradi2g11540	TALE
Bradi2g38390.1.p	Bradi2g38390	TALE
Bradi3g19927.1.p	Bradi3g19927	TALE
Bradi1g30730.2.p	Bradi1g30730	TALE
Bradi3g19927.3.p	Bradi3g19927	TALE
Bradi3g19927.4.p	Bradi3g19927	TALE
Bradi1g76970.1.p	Bradi1g76970	TALE
Bradi1g30730.1.p	Bradi1g30730	TALE
Bradi3g06170.2.p	Bradi3g06170	TALE
Bradi3g06170.3.p	Bradi3g06170	TALE
Bradi3g06170.1.p	Bradi3g06170	TALE
Bradi1g12690.1.p	Bradi1g12690	TALE
Bradi3g15327.3.p	Bradi3g15327	HD-ZIP
Bradi3g15327.1.p	Bradi3g15327	HD-ZIP
Bradi3g15327.2.p	Bradi3g15327	HD-ZIP
Bradi5g22570.1.p	Bradi5g22570	HD-ZIP
Bradi5g22570.2.p	Bradi5g22570	HD-ZIP
Bradi5g22570.3.p	Bradi5g22570	HD-ZIP
Bradi3g51540.1.p	Bradi3g51540	HD-ZIP
Bradi3g51540.4.p	Bradi3g51540	HD-ZIP
Bradi1g13910.1.p	Bradi1g13910	HD-ZIP
Bradi4g01887.1.p	Bradi4g01887	HD-ZIP
Bradi2g06210.1.p	Bradi2g06210	HD-ZIP
Bradi3g28970.1.p	Bradi3g28970	HD-ZIP
Bradi3g28970.2.p	Bradi3g28970	HD-ZIP
Bradi3g14500.1.p	Bradi3g14500	HD-ZIP
Bradi3g14500.2.p	Bradi3g14500	HD-ZIP
Bradi5g18717.1.p	Bradi5g18717	HD-ZIP
Bradi4g35760.1.p	Bradi4g35760	HD-ZIP
Bradi5g18717.2.p	Bradi5g18717	HD-ZIP
Bradi1g46247.1.p	Bradi1g46247	HD-ZIP
Bradi3g57567.2.p	Bradi3g57567	HD-ZIP
Bradi3g57567.1.p	Bradi3g57567	HD-ZIP
Bradi3g34410.1.p	Bradi3g34410	HD-ZIP
Bradi3g34410.2.p	Bradi3g34410	HD-ZIP
Bradi2g31600.1.p	Bradi2g31600	HD-ZIP
Bradi1g57082.1.p	Bradi1g57082	HD-ZIP
Bradi3g23365.1.p	Bradi3g23365	HD-ZIP
Bradi2g49760.2.p	Bradi2g49760	HB-PHD
Bradi2g19610.22.p	Bradi2g19610	HB-PHD
Bradi2g19610.23.p	Bradi2g19610	HB-PHD
Bradi2g19610.20.p	Bradi2g19610	HB-PHD
Bradi2g19610.21.p	Bradi2g19610	HB-PHD
Bradi2g19610.18.p	Bradi2g19610	HB-PHD
Bradi2g19610.19.p	Bradi2g19610	HB-PHD
Bradi2g19610.17.p	Bradi2g19610	HB-PHD
Bradi2g19610.5.p	Bradi2g19610	HB-PHD
Bradi2g19610.15.p	Bradi2g19610	HB-PHD
Bradi2g19610.16.p	Bradi2g19610	HB-PHD
Bradi2g19610.13.p	Bradi2g19610	HB-PHD
Bradi2g19610.14.p	Bradi2g19610	HB-PHD
Bradi2g19610.11.p	Bradi2g19610	HB-PHD
Bradi2g19610.12.p	Bradi2g19610	HB-PHD
Bradi2g19610.10.p	Bradi2g19610	HB-PHD
Bradi2g19610.9.p	Bradi2g19610	HB-PHD
Bradi2g19610.4.p	Bradi2g19610	HB-PHD
Bradi2g19610.8.p	Bradi2g19610	HB-PHD
Bradi2g19610.6.p	Bradi2g19610	HB-PHD
Bradi2g19610.7.p	Bradi2g19610	HB-PHD
Bradi3g03747.1.p	Bradi3g03747	HB-PHD
Bradi3g03747.3.p	Bradi3g03747	HB-PHD
Bradi3g03747.4.p	Bradi3g03747	HB-PHD
Bradi1g02410.1.p	Bradi1g02410	C2H2
Bradi1g03770.2.p	Bradi1g03770	C2H2
Bradi1g03780.1.p	Bradi1g03780	C2H2
Bradi1g03790.1.p	Bradi1g03790	C2H2
Bradi1g03810.1.p	Bradi1g03810	C2H2
Bradi1g07492.1.p	Bradi1g07492	C2H2
Bradi1g07660.1.p	Bradi1g07660	C2H2
Bradi1g09606.1.p	Bradi1g09606	C3H
Bradi1g11760.1.p	Bradi1g11760	C3H
Bradi1g13971.1.p	Bradi1g13971	LSD
Bradi1g13971.2.p	Bradi1g13971	LSD
Bradi1g14750.1.p	Bradi1g14750	C2H2
Bradi1g14950.3.p	Bradi1g14950	C2H2
Bradi1g16010.1.p	Bradi1g16010	C2H2
Bradi1g16200.1.p	Bradi1g16200	C2H2
Bradi1g18370.16.p	Bradi1g18370	C2H2
Bradi1g18370.17.p	Bradi1g18370	C2H2
Bradi1g18370.18.p	Bradi1g18370	C2H2
Bradi1g18370.19.p	Bradi1g18370	C2H2
Bradi1g18370.20.p	Bradi1g18370	C2H2
Bradi1g18370.21.p	Bradi1g18370	C2H2
Bradi1g18370.22.p	Bradi1g18370	C2H2
Bradi1g18370.23.p	Bradi1g18370	C2H2
Bradi1g18370.24.p	Bradi1g18370	C2H2
Bradi1g18370.25.p	Bradi1g18370	C2H2
Bradi1g18370.26.p	Bradi1g18370	C2H2
Bradi1g18370.27.p	Bradi1g18370	C2H2
Bradi1g18370.28.p	Bradi1g18370	C2H2
Bradi1g18370.29.p	Bradi1g18370	C2H2
Bradi1g18370.30.p	Bradi1g18370	C2H2
Bradi1g18370.31.p	Bradi1g18370	C2H2
Bradi1g18370.32.p	Bradi1g18370	C2H2
Bradi1g18482.1.p	Bradi1g18482	C3H
Bradi1g22560.1.p	Bradi1g22560	C2H2
Bradi1g22940.1.p	Bradi1g22940	C2H2
Bradi1g23470.1.p	Bradi1g23470	C2H2
Bradi1g24140.1.p	Bradi1g24140	C2H2
Bradi1g24270.1.p	Bradi1g24270	C3H
Bradi1g24270.2.p	Bradi1g24270	C3H
Bradi1g29820.1.p	Bradi1g29820	C2H2
Bradi1g29823.1.p	Bradi1g29823	C2H2
Bradi1g29826.1.p	Bradi1g29826	C2H2
Bradi1g32977.2.p	Bradi1g32977	C3H
Bradi1g34507.1.p	Bradi1g34507	C3H
Bradi1g35920.1.p	Bradi1g35920	C3H
Bradi1g35920.2.p	Bradi1g35920	C3H
Bradi1g36067.1.p	Bradi1g36067	C2H2
Bradi1g42720.2.p	Bradi1g42720	C3H
Bradi1g42720.3.p	Bradi1g42720	C3H
Bradi1g42950.2.p	Bradi1g42950	C2H2
Bradi1g48330.2.p	Bradi1g48330	C2H2
Bradi1g48330.4.p	Bradi1g48330	C2H2
Bradi1g52490.1.p	Bradi1g52490	C2H2
Bradi1g59750.1.p	Bradi1g59750	C2H2
Bradi1g64800.1.p	Bradi1g64800	C3H
Bradi1g67230.1.p	Bradi1g67230	C2H2
Bradi1g68570.1.p	Bradi1g68570	C2H2
Bradi1g68570.2.p	Bradi1g68570	C2H2
Bradi1g68730.1.p	Bradi1g68730	C2H2
Bradi1g71330.1.p	Bradi1g71330	C2H2
Bradi1g74997.1.p	Bradi1g74997	C2H2
Bradi1g74997.2.p	Bradi1g74997	C2H2
Bradi1g74997.3.p	Bradi1g74997	C2H2
Bradi1g75123.1.p	Bradi1g75123	C2H2
Bradi1g75127.2.p	Bradi1g75127	C2H2
Bradi1g75127.3.p	Bradi1g75127	C2H2
Bradi1g75127.4.p	Bradi1g75127	C2H2
Bradi1g75127.5.p	Bradi1g75127	C2H2
Bradi1g75127.6.p	Bradi1g75127	C2H2
Bradi1g75127.7.p	Bradi1g75127	C2H2
Bradi1g75127.8.p	Bradi1g75127	C2H2
Bradi1g77760.1.p	Bradi1g77760	C3H
Bradi2g04622.1.p	Bradi2g04622	C3H
Bradi2g04628.1.p	Bradi2g04628	C3H
Bradi2g04631.1.p	Bradi2g04631	C3H
Bradi2g05750.1.p	Bradi2g05750	C3H
Bradi2g05900.1.p	Bradi2g05900	C2H2
Bradi2g08460.1.p	Bradi2g08460	C2H2
Bradi2g08905.3.p	Bradi2g08905	C3H
Bradi2g08905.4.p	Bradi2g08905	C3H
Bradi2g09340.1.p	Bradi2g09340	C3H
Bradi2g09340.2.p	Bradi2g09340	C3H
Bradi2g09340.3.p	Bradi2g09340	C3H
Bradi2g09340.4.p	Bradi2g09340	C3H
Bradi2g09340.5.p	Bradi2g09340	C3H
Bradi2g09340.6.p	Bradi2g09340	C3H
Bradi2g09340.7.p	Bradi2g09340	C3H
Bradi2g09340.8.p	Bradi2g09340	C3H
Bradi2g09350.1.p	Bradi2g09350	C3H
Bradi2g09350.2.p	Bradi2g09350	C3H
Bradi2g09350.4.p	Bradi2g09350	C3H
Bradi2g14120.1.p	Bradi2g14120	C2H2
Bradi2g14120.4.p	Bradi2g14120	C2H2
Bradi2g14120.5.p	Bradi2g14120	C2H2
Bradi2g14132.3.p	Bradi2g14132	C3H
Bradi2g14132.4.p	Bradi2g14132	C3H
Bradi2g15670.1.p	Bradi2g15670	C3H
Bradi2g15670.2.p	Bradi2g15670	C3H
Bradi2g23136.1.p	Bradi2g23136	C2H2
Bradi2g23160.1.p	Bradi2g23160	C2H2
Bradi2g23870.1.p	Bradi2g23870	C2H2
Bradi2g31850.1.p	Bradi2g31850	C2H2
Bradi2g33270.2.p	Bradi2g33270	C3H
Bradi2g37430.1.p	Bradi2g37430	C2H2
Bradi2g37790.1.p	Bradi2g37790	C2H2
Bradi2g37790.2.p	Bradi2g37790	C2H2
Bradi2g37790.3.p	Bradi2g37790	C2H2
Bradi2g38247.2.p	Bradi2g38247	C3H
Bradi2g38247.3.p	Bradi2g38247	C3H
Bradi2g39700.1.p	Bradi2g39700	C2H2
Bradi2g41540.1.p	Bradi2g41540	C3H
Bradi2g41540.2.p	Bradi2g41540	C3H
Bradi2g41550.1.p	Bradi2g41550	C2H2
Bradi2g43362.1.p	Bradi2g43362	LSD
Bradi2g43600.2.p	Bradi2g43600	C3H
Bradi2g43600.3.p	Bradi2g43600	C3H
Bradi2g45090.4.p	Bradi2g45090	C3H
Bradi2g45090.5.p	Bradi2g45090	C3H
Bradi2g49250.1.p	Bradi2g49250	C2H2
Bradi2g54220.1.p	Bradi2g54220	C3H
Bradi2g54470.1.p	Bradi2g54470	C2H2
Bradi2g54500.1.p	Bradi2g54500	C2H2
Bradi2g55540.1.p	Bradi2g55540	C2H2
Bradi2g56320.1.p	Bradi2g56320	C2H2
Bradi2g57336.1.p	Bradi2g57336	C3H
Bradi2g58130.3.p	Bradi2g58130	C2H2
Bradi2g58130.4.p	Bradi2g58130	C2H2
Bradi2g58250.1.p	Bradi2g58250	C2H2
Bradi2g58250.2.p	Bradi2g58250	C2H2
Bradi2g58250.3.p	Bradi2g58250	C2H2
Bradi2g58261.1.p	Bradi2g58261	C2H2
Bradi2g58261.2.p	Bradi2g58261	C2H2
Bradi2g58720.1.p	Bradi2g58720	C2H2
Bradi2g58770.1.p	Bradi2g58770	C3H
Bradi2g60020.1.p	Bradi2g60020	C2H2
Bradi3g01483.1.p	Bradi3g01483	C2H2
Bradi3g04650.1.p	Bradi3g04650	C3H
Bradi3g04650.2.p	Bradi3g04650	C3H
Bradi3g06130.1.p	Bradi3g06130	C2H2
Bradi3g06940.1.p	Bradi3g06940	C3H
Bradi3g06950.3.p	Bradi3g06950	C3H
Bradi3g06957.3.p	Bradi3g06957	C3H
Bradi3g09570.1.p	Bradi3g09570	C3H
Bradi3g12480.2.p	Bradi3g12480	C2H2
Bradi3g12490.1.p	Bradi3g12490	C2H2
Bradi3g14290.1.p	Bradi3g14290	LSD
Bradi3g14480.1.p	Bradi3g14480	C3H
Bradi3g16360.2.p	Bradi3g16360	C3H
Bradi3g16377.1.p	Bradi3g16377	C3H
Bradi3g16400.1.p	Bradi3g16400	LSD
Bradi3g16400.2.p	Bradi3g16400	LSD
Bradi3g16400.3.p	Bradi3g16400	LSD
Bradi3g16400.4.p	Bradi3g16400	LSD
Bradi3g16400.5.p	Bradi3g16400	LSD
Bradi3g18971.1.p	Bradi3g18971	C2H2
Bradi3g19710.1.p	Bradi3g19710	C2H2
Bradi3g26910.2.p	Bradi3g26910	C2H2
Bradi3g28850.1.p	Bradi3g28850	C2H2
Bradi3g34134.1.p	Bradi3g34134	C3H
Bradi3g36867.1.p	Bradi3g36867	C2H2
Bradi3g36867.2.p	Bradi3g36867	C2H2
Bradi3g36867.3.p	Bradi3g36867	C2H2
Bradi3g37890.1.p	Bradi3g37890	C2H2
Bradi3g37890.3.p	Bradi3g37890	C2H2
Bradi3g38747.1.p	Bradi3g38747	C2H2
Bradi3g38747.3.p	Bradi3g38747	C2H2
Bradi3g39820.2.p	Bradi3g39820	C2H2
Bradi3g42633.1.p	Bradi3g42633	C2H2
Bradi3g43900.1.p	Bradi3g43900	C2H2
Bradi3g43900.3.p	Bradi3g43900	C2H2
Bradi3g43900.4.p	Bradi3g43900	C2H2
Bradi3g44520.1.p	Bradi3g44520	C2H2
Bradi3g45590.1.p	Bradi3g45590	C2H2
Bradi3g45590.2.p	Bradi3g45590	C2H2
Bradi3g45590.3.p	Bradi3g45590	C2H2
Bradi3g46570.2.p	Bradi3g46570	C2H2
Bradi3g50780.1.p	Bradi3g50780	C2H2
Bradi3g50790.1.p	Bradi3g50790	C2H2
Bradi3g51090.1.p	Bradi3g51090	C2H2
Bradi3g51650.1.p	Bradi3g51650	C3H
Bradi3g51650.2.p	Bradi3g51650	C3H
Bradi3g53502.2.p	Bradi3g53502	C3H
Bradi3g55760.1.p	Bradi3g55760	C2H2
Bradi4g02040.1.p	Bradi4g02040	LSD
Bradi4g03340.1.p	Bradi4g03340	C2H2
Bradi4g06290.1.p	Bradi4g06290	C3H
Bradi4g06290.2.p	Bradi4g06290	C3H
Bradi4g08050.1.p	Bradi4g08050	C3H
Bradi4g08050.2.p	Bradi4g08050	C3H
Bradi4g08050.4.p	Bradi4g08050	C3H
Bradi4g09410.1.p	Bradi4g09410	C2H2
Bradi4g18830.1.p	Bradi4g18830	C2H2
Bradi4g19010.1.p	Bradi4g19010	C3H
Bradi4g27170.1.p	Bradi4g27170	C2H2
Bradi4g27770.1.p	Bradi4g27770	C2H2
Bradi4g30920.1.p	Bradi4g30920	C2H2
Bradi4g31770.2.p	Bradi4g31770	C2H2
Bradi4g33557.2.p	Bradi4g33557	C2H2
Bradi4g37540.1.p	Bradi4g37540	C2H2
Bradi4g37540.2.p	Bradi4g37540	C2H2
Bradi4g37540.3.p	Bradi4g37540	C2H2
Bradi4g37760.1.p	Bradi4g37760	C2H2
Bradi4g39130.1.p	Bradi4g39130	C2H2
Bradi4g39130.2.p	Bradi4g39130	C2H2
